Ranking,Team Name,Hyperlink,Wins,Losses,Ties,Winning Percentage,Season
204,Stetson (ASUN),https://stats.ncaa.org/team/678.0/11620,26,26-34,34,0,2013-14
205,UNC Greensboro (SoCon),https://stats.ncaa.org/team/459.0/11620,21,21-28,28,0,2013-14
206,New Mexico St. (WAC),https://stats.ncaa.org/team/472.0/11620,23,23-31,31,0,2013-14
206,UC Davis (Big West),https://stats.ncaa.org/team/108.0/11620,23,23-31,31,0,2013-14
208,Pittsburgh (ACC),https://stats.ncaa.org/team/545.0/11620,22,22-30,30,0,2013-14
209,Coastal Carolina (Big South),https://stats.ncaa.org/team/149.0/11620,24,24-33,33,0,2013-14
210,Milwaukee (Horizon),https://stats.ncaa.org/team/797.0/11620,21,21-29,29,0,2013-14
211,Hawaii (Big West),https://stats.ncaa.org/team/277.0/11620,22,22-31,31,0,2013-14
211,Savannah St. (MEAC),https://stats.ncaa.org/team/632.0/11620,22,22-31,31,0,2013-14
211,Notre Dame (ACC),https://stats.ncaa.org/team/513.0/11620,22,22-31,31,0,2013-14
211,North Florida (ASUN),https://stats.ncaa.org/team/2711.0/11620,22,22-31,31,0,2013-14
211,BYU (WCC),https://stats.ncaa.org/team/77.0/11620,22,22-31,31,0,2013-14
211,Cincinnati (AAC),https://stats.ncaa.org/team/140.0/11620,22,22-31,31,0,2013-14
217,Mount St. Mary's (NEC),https://stats.ncaa.org/team/450.0/11620,17,17-24,24,0,2013-14
218,The Citadel (SoCon),https://stats.ncaa.org/team/141.0/11620,24,24-34,34,0,2013-14
219,Prairie View (SWAC),https://stats.ncaa.org/team/553.0/11620,21,21-30,30,0,2013-14
220,Austin Peay (OVC),https://stats.ncaa.org/team/43.0/11620,23,23-33,33,0,2013-14
221,Toledo (MAC),https://stats.ncaa.org/team/709.0/11620,22,22-32,32,0,2013-14
222,Virginia Tech (ACC),https://stats.ncaa.org/team/742.0/11620,21,21-31-1,31,1,2013-14
223,Eastern Ill. (OVC),https://stats.ncaa.org/team/201.0/11620,22,22-33-1,33,1,2013-14
224,Butler (Big East),https://stats.ncaa.org/team/87.0/11620,20,20-30,30,0,2013-14
224,Arizona (Pac-12),https://stats.ncaa.org/team/29.0/11620,22,22-33,33,0,2013-14
224,George Washington (Atlantic 10),https://stats.ncaa.org/team/249.0/11620,20,20-30,30,0,2013-14
224,Longwood (Big South),https://stats.ncaa.org/team/363.0/11620,22,22-33,33,0,2013-14
224,South Alabama (Sun Belt),https://stats.ncaa.org/team/646.0/11620,22,22-33,33,0,2013-14
224,Boston College (ACC),https://stats.ncaa.org/team/67.0/11620,22,22-33,33,0,2013-14
230,Alabama A&M (SWAC),https://stats.ncaa.org/team/6.0/11620,21,21-32,32,0,2013-14
230,Western Ill. (Summit League),https://stats.ncaa.org/team/771.0/11620,21,21-32,32,0,2013-14
232,Georgetown (Big East),https://stats.ncaa.org/team/251.0/11620,19,19-29,29,0,2013-14
233,Niagara (MAAC),https://stats.ncaa.org/team/482.0/11620,20,20-31,31,0,2013-14
233,Marshall (CUSA),https://stats.ncaa.org/team/388.0/11620,20,20-31,31,0,2013-14
235,ULM (Sun Belt),https://stats.ncaa.org/team/498.0/11620,23,23-36,36,0,2013-14
236,Jacksonville (ASUN),https://stats.ncaa.org/team/316.0/11620,21,21-33,33,0,2013-14
236,SIUE (OVC),https://stats.ncaa.org/team/660.0/11620,21,21-33,33,0,2013-14
238,Charlotte (CUSA),https://stats.ncaa.org/team/458.0/11620,19,19-31-1,31,1,2013-14
239,App State (SoCon),https://stats.ncaa.org/team/27.0/11620,21,21-34,34,0,2013-14
240,Missouri (SEC),https://stats.ncaa.org/team/434.0/11620,20,20-33,33,0,2013-14
241,Air Force (Mountain West),https://stats.ncaa.org/team/721.0/11620,20,20-34,34,0,2013-14
242,UMBC (America East),https://stats.ncaa.org/team/391.0/11620,17,17-29,29,0,2013-14
243,N.C. Central (MEAC),https://stats.ncaa.org/team/489.0/11620,19,19-33-1,33,1,2013-14
244,Quinnipiac (MAAC),https://stats.ncaa.org/team/562.0/11620,18,18-31,31,0,2013-14
245,Lafayette (Patriot),https://stats.ncaa.org/team/342.0/11620,15,15-26,26,0,2013-14
246,Northwestern (Big Ten),https://stats.ncaa.org/team/509.0/11620,19,19-33,33,0,2013-14
247,SFA (Southland),https://stats.ncaa.org/team/676.0/11620,20,20-35,35,0,2013-14
248,Presbyterian (Big South),https://stats.ncaa.org/team/1320.0/11620,19,19-34-1,34,1,2013-14
249,Penn St. (Big Ten),https://stats.ncaa.org/team/539.0/11620,18,18-32,32,0,2013-14
250,Eastern Mich. (MAC),https://stats.ncaa.org/team/204.0/11620,19,19-34,34,0,2013-14
251,Wagner (NEC),https://stats.ncaa.org/team/748.0/11620,19,19-35,35,0,2013-14
252,Brown (Ivy League),https://stats.ncaa.org/team/80.0/11620,13,13-24,24,0,2013-14
253,Princeton (Ivy League),https://stats.ncaa.org/team/554.0/11620,14,14-26,26,0,2013-14
254,N.C. A&T (MEAC),https://stats.ncaa.org/team/488.0/11620,17,17-32,32,0,2013-14
254,Marist (MAAC),https://stats.ncaa.org/team/386.0/11620,17,17-32,32,0,2013-14
256,Purdue Fort Wayne (Summit League),https://stats.ncaa.org/team/308.0/11620,19,19-36,36,0,2013-14
257,Manhattan (MAAC),https://stats.ncaa.org/team/381.0/11620,17,17-33,33,0,2013-14
258,San Jose St. (Mountain West),https://stats.ncaa.org/team/630.0/11620,19,19-38,38,0,2013-14
258,Grambling (SWAC),https://stats.ncaa.org/team/261.0/11620,16,16-32,32,0,2013-14
260,Rider (MAAC),https://stats.ncaa.org/team/576.0/11620,16,16-33,33,0,2013-14
261,Massachusetts (Atlantic 10),https://stats.ncaa.org/team/400.0/11620,15,15-31,31,0,2013-14
262,NIU (MAC),https://stats.ncaa.org/team/503.0/11620,17,17-36-1,36,1,2013-14
263,CSUN (Big West),https://stats.ncaa.org/team/101.0/11620,18,18-38,38,0,2013-14
264,James Madison (CAA),https://stats.ncaa.org/team/317.0/11620,17,17-36,36,0,2013-14
265,Villanova (Big East),https://stats.ncaa.org/team/739.0/11620,16,16-34,34,0,2013-14
266,FDU (NEC),https://stats.ncaa.org/team/222.0/11620,15,15-32,32,0,2013-14
266,Temple (AAC),https://stats.ncaa.org/team/690.0/11620,15,15-32,32,0,2013-14
268,Chicago St. (WAC),https://stats.ncaa.org/team/136.0/11620,17,17-37,37,0,2013-14
269,Youngstown St. (Horizon),https://stats.ncaa.org/team/817.0/11620,17,17-38,38,0,2013-14
269,USC Upstate (ASUN),https://stats.ncaa.org/team/10411.0/11620,17,17-38,38,0,2013-14
271,Utah (Pac-12),https://stats.ncaa.org/team/732.0/11620,16,16-36,36,0,2013-14
272,Louisiana Tech (CUSA),https://stats.ncaa.org/team/366.0/11620,15,15-35,35,0,2013-14
273,La Salle (Atlantic 10),https://stats.ncaa.org/team/340.0/11620,14,14-34-1,34,1,2013-14
274,Holy Cross (Patriot),https://stats.ncaa.org/team/285.0/11620,13,13-31,31,0,2013-14
274,Iona (MAAC),https://stats.ncaa.org/team/310.0/11620,13,13-31,31,0,2013-14
276,Saint Mary's (CA) (WCC),https://stats.ncaa.org/team/610.0/11620,16,16-39,39,0,2013-14
277,St. Bonaventure (Atlantic 10),https://stats.ncaa.org/team/596.0/11620,12,12-30,30,0,2013-14
278,Harvard (Ivy League),https://stats.ncaa.org/team/275.0/11620,11,11-28,28,0,2013-14
279,Southern U. (SWAC),https://stats.ncaa.org/team/665.0/11620,10,10-26,26,0,2013-14
280,UMES (MEAC),https://stats.ncaa.org/team/393.0/11620,13,13-35,35,0,2013-14
281,UAlbany (America East),https://stats.ncaa.org/team/14.0/11620,12,12-33,33,0,2013-14
281,Oakland (Horizon),https://stats.ncaa.org/team/514.0/11620,12,12-33,33,0,2013-14
283,Coppin St. (MEAC),https://stats.ncaa.org/team/165.0/11620,12,12-34,34,0,2013-14
284,Purdue (Big Ten),https://stats.ncaa.org/team/559.0/11620,13,13-37,37,0,2013-14
285,North Dakota (WAC),https://stats.ncaa.org/team/494.0/11620,10,10-29,29,0,2013-14
286,Rhode Island (Atlantic 10),https://stats.ncaa.org/team/572.0/11620,13,13-40,40,0,2013-14
286,UNC Asheville (Big South),https://stats.ncaa.org/team/456.0/11620,13,13-40,40,0,2013-14
288,New Orleans (Southland),https://stats.ncaa.org/team/474.0/11620,11,11-38,38,0,2013-14
289,Ohio (MAC),https://stats.ncaa.org/team/519.0/11620,11,11-40,40,0,2013-14
290,Saint Peter's (MAAC),https://stats.ncaa.org/team/617.0/11620,11,11-41,41,0,2013-14
290,Portland (WCC),https://stats.ncaa.org/team/551.0/11620,11,11-41,41,0,2013-14
292,Alcorn (SWAC),https://stats.ncaa.org/team/17.0/11620,11,11-42,42,0,2013-14
293,Northern Colo. (WAC),https://stats.ncaa.org/team/502.0/11620,10,10-43,43,0,2013-14
294,UT Martin (OVC),https://stats.ncaa.org/team/695.0/11620,9,9-42,42,0,2013-14
295,Mississippi Val. (SWAC),https://stats.ncaa.org/team/432.0/11620,4,4-38,38,0,2013-14
296,New York Tech (New York Tech),https://stats.ncaa.org/team/477.0/11620,4,4-46,46,0,2013-14
1,Illinois (Big Ten),https://stats.ncaa.org/team/301.0/12080,50,10,1,0.828,2014-15
2,LSU (SEC),https://stats.ncaa.org/team/365.0/12080,54,12,0,0.818,2014-15
3,Missouri St. (MVC),https://stats.ncaa.org/team/669.0/12080,49,12,0,0.803,2014-15
4,Texas A&M (SEC),https://stats.ncaa.org/team/697.0/12080,50,14,0,0.781,2014-15
5,TCU (Big 12),https://stats.ncaa.org/team/698.0/12080,51,15,0,0.773,2014-15
6,DBU (MVC),https://stats.ncaa.org/team/1045.0/12080,46,15,0,0.754,2014-15
7,Col. of Charleston (CAA),https://stats.ncaa.org/team/1014.0/12080,45,15,0,0.750,2014-15
8,Miami (FL) (ACC),https://stats.ncaa.org/team/415.0/12080,50,17,0,0.746,2014-15
9,Florida (SEC),https://stats.ncaa.org/team/235.0/12080,52,18,0,0.743,2014-15
10,UCLA (Pac-12),https://stats.ncaa.org/team/110.0/12080,45,16,0,0.738,2014-15
10,North Florida (ASUN),https://stats.ncaa.org/team/2711.0/12080,45,16,0,0.738,2014-15
10,Radford (Big South),https://stats.ncaa.org/team/563.0/12080,45,16,0,0.738,2014-15
13,Nevada (Mountain West),https://stats.ncaa.org/team/466.0/12080,41,15,0,0.732,2014-15
14,Louisville (ACC),https://stats.ncaa.org/team/367.0/12080,47,18,0,0.723,2014-15
15,Oral Roberts (Summit League),https://stats.ncaa.org/team/527.0/12080,41,16,0,0.719,2014-15
15,St. John's (NY) (Big East),https://stats.ncaa.org/team/603.0/12080,41,16,0,0.719,2014-15
17,Wright St. (Horizon),https://stats.ncaa.org/team/810.0/12080,43,17,0,0.717,2014-15
18,Southeastern La. (Southland),https://stats.ncaa.org/team/655.0/12080,42,17,0,0.712,2014-15
19,Vanderbilt (SEC),https://stats.ncaa.org/team/736.0/12080,51,21,0,0.708,2014-15
20,UC Santa Barbara (Big West),https://stats.ncaa.org/team/104.0/12080,40,17,1,0.698,2014-15
21,UNCW (CAA),https://stats.ncaa.org/team/460.0/12080,41,18,0,0.695,2014-15
21,Iowa (Big Ten),https://stats.ncaa.org/team/312.0/12080,41,18,0,0.695,2014-15
23,Fla. Atlantic (CUSA),https://stats.ncaa.org/team/229.0/12080,42,19,0,0.689,2014-15
24,Stony Brook (America East),https://stats.ncaa.org/team/683.0/12080,35,16,1,0.683,2014-15
25,Houston (AAC),https://stats.ncaa.org/team/288.0/12080,43,20,0,0.683,2014-15
26,Oregon St. (Pac-12),https://stats.ncaa.org/team/528.0/12080,39,18,1,0.681,2014-15
27,Winthrop (Big South),https://stats.ncaa.org/team/792.0/12080,40,19,0,0.678,2014-15
28,Florida St. (ACC),https://stats.ncaa.org/team/234.0/12080,44,21,0,0.677,2014-15
29,Columbia (Ivy League),https://stats.ncaa.org/team/158.0/12080,34,17,0,0.667,2014-15
30,Southern Miss. (CUSA),https://stats.ncaa.org/team/664.0/12080,36,18,1,0.664,2014-15
31,Milwaukee (Horizon),https://stats.ncaa.org/team/797.0/12080,39,20,0,0.661,2014-15
31,Lipscomb (ASUN),https://stats.ncaa.org/team/28600.0/12080,39,20,0,0.661,2014-15
33,Oklahoma St. (Big 12),https://stats.ncaa.org/team/521.0/12080,38,20,0,0.655,2014-15
34,Southern California (Pac-12),https://stats.ncaa.org/team/657.0/12080,39,21,0,0.650,2014-15
34,Coastal Carolina (Big South),https://stats.ncaa.org/team/149.0/12080,39,21,0,0.650,2014-15
36,South Alabama (Sun Belt),https://stats.ncaa.org/team/646.0/12080,37,20,0,0.649,2014-15
36,Navy (Patriot),https://stats.ncaa.org/team/726.0/12080,37,20,0,0.649,2014-15
38,Virginia (ACC),https://stats.ncaa.org/team/746.0/12080,44,24,0,0.647,2014-15
39,Louisiana (Sun Belt),https://stats.ncaa.org/team/671.0/12080,42,23,0,0.646,2014-15
40,East Carolina (AAC),https://stats.ncaa.org/team/196.0/12080,40,22,0,0.645,2014-15
41,San Diego St. (Mountain West),https://stats.ncaa.org/team/626.0/12080,41,23,0,0.641,2014-15
42,Wofford (SoCon),https://stats.ncaa.org/team/2915.0/12080,39,22,0,0.639,2014-15
43,Nicholls (Southland),https://stats.ncaa.org/team/483.0/12080,34,19,1,0.639,2014-15
44,Memphis (AAC),https://stats.ncaa.org/team/404.0/12080,37,21,0,0.638,2014-15
45,Ohio St. (Big Ten),https://stats.ncaa.org/team/518.0/12080,35,20,0,0.636,2014-15
45,Maryland (Big Ten),https://stats.ncaa.org/team/392.0/12080,42,24,0,0.636,2014-15
47,Morehead St. (OVC),https://stats.ncaa.org/team/444.0/12080,38,22,0,0.633,2014-15
48,Bradley (MVC),https://stats.ncaa.org/team/72.0/12080,36,21,0,0.632,2014-15
48,Ohio (MAC),https://stats.ncaa.org/team/519.0/12080,36,21,0,0.632,2014-15
48,California (Pac-12),https://stats.ncaa.org/team/107.0/12080,36,21,0,0.632,2014-15
51,UMBC (America East),https://stats.ncaa.org/team/391.0/12080,34,20,0,0.630,2014-15
52,Norfolk St. (MEAC),https://stats.ncaa.org/team/485.0/12080,27,16,0,0.628,2014-15
53,Creighton (Big East),https://stats.ncaa.org/team/169.0/12080,32,19,0,0.627,2014-15
54,Rice (CUSA),https://stats.ncaa.org/team/574.0/12080,37,22,0,0.627,2014-15
55,Saint Louis (Atlantic 10),https://stats.ncaa.org/team/609.0/12080,35,21,0,0.625,2014-15
56,Alabama St. (SWAC),https://stats.ncaa.org/team/7.0/12080,31,19,0,0.620,2014-15
56,Texas Southern (SWAC),https://stats.ncaa.org/team/699.0/12080,31,19,0,0.620,2014-15
58,Notre Dame (ACC),https://stats.ncaa.org/team/513.0/12080,37,23,0,0.617,2014-15
59,Arkansas (SEC),https://stats.ncaa.org/team/31.0/12080,40,25,0,0.615,2014-15
59,VCU (Atlantic 10),https://stats.ncaa.org/team/740.0/12080,40,25,0,0.615,2014-15
61,Central Mich. (MAC),https://stats.ncaa.org/team/129.0/12080,35,22,0,0.614,2014-15
62,Southeast Mo. St. (OVC),https://stats.ncaa.org/team/654.0/12080,36,23,0,0.610,2014-15
62,NC State (ACC),https://stats.ncaa.org/team/490.0/12080,36,23,0,0.610,2014-15
64,Michigan (Big Ten),https://stats.ncaa.org/team/418.0/12080,39,25,0,0.609,2014-15
64,Cal St. Fullerton (Big West),https://stats.ncaa.org/team/97.0/12080,39,25,0,0.609,2014-15
66,LMU (CA) (WCC),https://stats.ncaa.org/team/370.0/12080,33,21,1,0.609,2014-15
67,CSU Bakersfield (WAC),https://stats.ncaa.org/team/94.0/12080,37,24,1,0.605,2014-15
68,Arizona St. (Pac-12),https://stats.ncaa.org/team/28.0/12080,35,23,0,0.603,2014-15
68,Mercer (SoCon),https://stats.ncaa.org/team/406.0/12080,35,23,0,0.603,2014-15
70,Oregon (Pac-12),https://stats.ncaa.org/team/529.0/12080,38,25,0,0.603,2014-15
71,San Diego (WCC),https://stats.ncaa.org/team/627.0/12080,33,22,0,0.600,2014-15
71,Ark.-Pine Bluff (SWAC),https://stats.ncaa.org/team/2678.0/12080,24,16,0,0.600,2014-15
73,Michigan St. (Big Ten),https://stats.ncaa.org/team/416.0/12080,34,23,0,0.596,2014-15
73,Nebraska (Big Ten),https://stats.ncaa.org/team/463.0/12080,34,23,0,0.596,2014-15
75,Penn (Ivy League),https://stats.ncaa.org/team/540.0/12080,22,15,0,0.595,2014-15
76,Indiana (Big Ten),https://stats.ncaa.org/team/306.0/12080,35,24,0,0.593,2014-15
77,George Washington (Atlantic 10),https://stats.ncaa.org/team/249.0/12080,32,22,0,0.593,2014-15
78,South Dakota St. (Summit League),https://stats.ncaa.org/team/649.0/12080,33,23,0,0.589,2014-15
78,UC Irvine (Big West),https://stats.ncaa.org/team/109.0/12080,33,23,0,0.589,2014-15
78,Liberty (Big South),https://stats.ncaa.org/team/355.0/12080,33,23,0,0.589,2014-15
81,North Carolina (ACC),https://stats.ncaa.org/team/457.0/12080,34,24,0,0.586,2014-15
82,Duke (ACC),https://stats.ncaa.org/team/193.0/12080,31,22,0,0.585,2014-15
82,Kent St. (MAC),https://stats.ncaa.org/team/331.0/12080,31,22,0,0.585,2014-15
84,UConn (AAC),https://stats.ncaa.org/team/164.0/12080,35,25,0,0.583,2014-15
84,Tulane (AAC),https://stats.ncaa.org/team/718.0/12080,35,25,0,0.583,2014-15
86,Georgia Tech (ACC),https://stats.ncaa.org/team/255.0/12080,32,23,0,0.582,2014-15
87,Auburn (SEC),https://stats.ncaa.org/team/37.0/12080,36,26,0,0.581,2014-15
88,CSUN (Big West),https://stats.ncaa.org/team/101.0/12080,33,24,0,0.579,2014-15
89,Northwestern St. (Southland),https://stats.ncaa.org/team/508.0/12080,31,23,0,0.574,2014-15
90,Ball St. (MAC),https://stats.ncaa.org/team/47.0/12080,33,25,0,0.569,2014-15
90,UAB (CUSA),https://stats.ncaa.org/team/9.0/12080,33,25,0,0.569,2014-15
90,UTSA (CUSA),https://stats.ncaa.org/team/706.0/12080,33,25,0,0.569,2014-15
93,UIC (Horizon),https://stats.ncaa.org/team/302.0/12080,29,22,1,0.567,2014-15
94,South Fla. (AAC),https://stats.ncaa.org/team/651.0/12080,34,26,1,0.566,2014-15
95,Arizona (Pac-12),https://stats.ncaa.org/team/29.0/12080,31,24,0,0.564,2014-15
95,Texas Tech (Big 12),https://stats.ncaa.org/team/700.0/12080,31,24,0,0.564,2014-15
97,South Carolina (SEC),https://stats.ncaa.org/team/648.0/12080,32,25,0,0.561,2014-15
97,McNeese (Southland),https://stats.ncaa.org/team/402.0/12080,32,25,0,0.561,2014-15
97,Campbell (Big South),https://stats.ncaa.org/team/115.0/12080,32,25,0,0.561,2014-15
97,Jackson St. (SWAC),https://stats.ncaa.org/team/314.0/12080,32,25,0,0.561,2014-15
101,Davidson (Atlantic 10),https://stats.ncaa.org/team/173.0/12080,28,22,0,0.560,2014-15
101,Rider (MAAC),https://stats.ncaa.org/team/576.0/12080,28,22,0,0.560,2014-15
103,Oklahoma (Big 12),https://stats.ncaa.org/team/522.0/12080,34,27,0,0.557,2014-15
104,Samford (SoCon),https://stats.ncaa.org/team/625.0/12080,32,26,0,0.552,2014-15
105,Sacramento St. (WAC),https://stats.ncaa.org/team/102.0/12080,33,27,0,0.550,2014-15
106,Central Ark. (Southland),https://stats.ncaa.org/team/1004.0/12080,29,24,0,0.547,2014-15
106,Evansville (MVC),https://stats.ncaa.org/team/219.0/12080,29,24,0,0.547,2014-15
108,Troy (Sun Belt),https://stats.ncaa.org/team/716.0/12080,30,25,0,0.545,2014-15
108,Kentucky (SEC),https://stats.ncaa.org/team/334.0/12080,30,25,0,0.545,2014-15
110,New Mexico (Mountain West),https://stats.ncaa.org/team/473.0/12080,32,27,0,0.542,2014-15
110,Middle Tenn. (CUSA),https://stats.ncaa.org/team/419.0/12080,32,27,0,0.542,2014-15
112,Wagner (NEC),https://stats.ncaa.org/team/748.0/12080,27,23,1,0.539,2014-15
113,Washington (Pac-12),https://stats.ncaa.org/team/756.0/12080,29,25,0,0.537,2014-15
113,Bryant (NEC),https://stats.ncaa.org/team/81.0/12080,29,25,0,0.537,2014-15
115,UC Davis (Big West),https://stats.ncaa.org/team/108.0/12080,30,26,1,0.535,2014-15
115,FGCU (ASUN),https://stats.ncaa.org/team/28755.0/12080,30,26,1,0.535,2014-15
117,UCF (AAC),https://stats.ncaa.org/team/128.0/12080,31,27,0,0.534,2014-15
117,Seattle U (WAC),https://stats.ncaa.org/team/1356.0/12080,31,27,0,0.534,2014-15
119,Alabama (SEC),https://stats.ncaa.org/team/8.0/12080,32,28,0,0.533,2014-15
120,Canisius (MAAC),https://stats.ncaa.org/team/116.0/12080,34,30,0,0.531,2014-15
121,BYU (WCC),https://stats.ncaa.org/team/77.0/12080,28,25,0,0.528,2014-15
121,Richmond (Atlantic 10),https://stats.ncaa.org/team/575.0/12080,28,25,0,0.528,2014-15
123,High Point (Big South),https://stats.ncaa.org/team/19651.0/12080,29,26,0,0.527,2014-15
124,Georgia St. (Sun Belt),https://stats.ncaa.org/team/254.0/12080,30,27,0,0.526,2014-15
124,Texas (Big 12),https://stats.ncaa.org/team/703.0/12080,30,27,0,0.526,2014-15
124,Jacksonville St. (OVC),https://stats.ncaa.org/team/315.0/12080,30,27,0,0.526,2014-15
124,Ga. Southern (Sun Belt),https://stats.ncaa.org/team/253.0/12080,30,27,0,0.526,2014-15
128,Sam Houston (Southland),https://stats.ncaa.org/team/624.0/12080,31,28,0,0.525,2014-15
128,Fresno St. (Mountain West),https://stats.ncaa.org/team/96.0/12080,31,28,0,0.525,2014-15
130,Pepperdine (WCC),https://stats.ncaa.org/team/541.0/12080,32,29,0,0.525,2014-15
130,Clemson (ACC),https://stats.ncaa.org/team/147.0/12080,32,29,0,0.525,2014-15
132,Bucknell (Patriot),https://stats.ncaa.org/team/83.0/12080,24,22,0,0.522,2014-15
133,Delaware (CAA),https://stats.ncaa.org/team/180.0/12080,26,24,0,0.520,2014-15
134,Indiana St. (MVC),https://stats.ncaa.org/team/305.0/12080,28,26,0,0.519,2014-15
134,Purdue Fort Wayne (Summit League),https://stats.ncaa.org/team/308.0/12080,28,26,0,0.519,2014-15
134,Long Beach St. (Big West),https://stats.ncaa.org/team/99.0/12080,28,26,0,0.519,2014-15
137,Quinnipiac (MAAC),https://stats.ncaa.org/team/562.0/12080,29,27,0,0.518,2014-15
137,Washington St. (Pac-12),https://stats.ncaa.org/team/754.0/12080,29,27,0,0.518,2014-15
139,Missouri (SEC),https://stats.ncaa.org/team/434.0/12080,30,28,0,0.517,2014-15
139,Ole Miss (SEC),https://stats.ncaa.org/team/433.0/12080,30,28,0,0.517,2014-15
141,NJIT (Independent),https://stats.ncaa.org/team/471.0/12080,24,23,1,0.510,2014-15
142,Rhode Island (Atlantic 10),https://stats.ncaa.org/team/572.0/12080,26,25,1,0.510,2014-15
143,Wake Forest (ACC),https://stats.ncaa.org/team/749.0/12080,27,26,0,0.509,2014-15
144,Houston Christian (Southland),https://stats.ncaa.org/team/287.0/12080,28,27,0,0.509,2014-15
144,Saint Mary's (CA) (WCC),https://stats.ncaa.org/team/610.0/12080,28,27,0,0.509,2014-15
146,Cal Poly (Big West),https://stats.ncaa.org/team/90.0/12080,27,27,0,0.500,2014-15
146,Belmont (OVC),https://stats.ncaa.org/team/14927.0/12080,29,29,0,0.500,2014-15
146,Seton Hall (Big East),https://stats.ncaa.org/team/635.0/12080,25,25,0,0.500,2014-15
146,Virginia Tech (ACC),https://stats.ncaa.org/team/742.0/12080,27,27,0,0.500,2014-15
146,Boston College (ACC),https://stats.ncaa.org/team/67.0/12080,27,27,0,0.500,2014-15
146,West Virginia (Big 12),https://stats.ncaa.org/team/768.0/12080,27,27,0,0.500,2014-15
146,Kennesaw St. (ASUN),https://stats.ncaa.org/team/1157.0/12080,28,28,0,0.500,2014-15
146,Illinois St. (MVC),https://stats.ncaa.org/team/299.0/12080,27,27,0,0.500,2014-15
154,FIU (CUSA),https://stats.ncaa.org/team/231.0/12080,30,31,0,0.492,2014-15
155,Stetson (ASUN),https://stats.ncaa.org/team/678.0/12080,29,30,0,0.492,2014-15
156,Presbyterian (Big South),https://stats.ncaa.org/team/1320.0/12080,27,28,0,0.491,2014-15
157,A&M-Corpus Christi (Southland),https://stats.ncaa.org/team/26172.0/12080,26,27,0,0.491,2014-15
158,Austin Peay (OVC),https://stats.ncaa.org/team/43.0/12080,25,26,0,0.490,2014-15
159,Dartmouth (Ivy League),https://stats.ncaa.org/team/172.0/12080,21,22,0,0.488,2014-15
160,The Citadel (SoCon),https://stats.ncaa.org/team/141.0/12080,28,30,0,0.483,2014-15
160,Akron (MAC),https://stats.ncaa.org/team/5.0/12080,28,30,0,0.483,2014-15
162,Old Dominion (CUSA),https://stats.ncaa.org/team/523.0/12080,27,29,0,0.482,2014-15
163,Santa Clara (WCC),https://stats.ncaa.org/team/631.0/12080,26,28,0,0.481,2014-15
163,Georgia (SEC),https://stats.ncaa.org/team/257.0/12080,26,28,0,0.481,2014-15
165,Louisiana Tech (CUSA),https://stats.ncaa.org/team/366.0/12080,25,27,0,0.481,2014-15
166,Tennessee (SEC),https://stats.ncaa.org/team/694.0/12080,24,26,0,0.480,2014-15
166,Holy Cross (Patriot),https://stats.ncaa.org/team/285.0/12080,24,26,0,0.480,2014-15
168,Florida A&M (MEAC),https://stats.ncaa.org/team/228.0/12080,23,25,0,0.479,2014-15
