Ranking,Team Name,Hyperlink,Wins,Losses,Ties,Winning Percentage,Season
271,Villanova (Big East),https://stats.ncaa.org/team/739.0/12560,14,33,0,0.298,2016-17
272,Toledo (MAC),https://stats.ncaa.org/team/709.0/12560,17,41,0,0.293,2016-17
273,Western Ky. (CUSA),https://stats.ncaa.org/team/772.0/12560,16,39,0,0.291,2016-17
274,Illinois St. (MVC),https://stats.ncaa.org/team/299.0/12560,16,40,0,0.286,2016-17
275,Hofstra (CAA),https://stats.ncaa.org/team/283.0/12560,14,37,0,0.275,2016-17
276,Youngstown St. (Horizon),https://stats.ncaa.org/team/817.0/12560,15,40,0,0.273,2016-17
277,Alcorn (SWAC),https://stats.ncaa.org/team/17.0/12560,12,33,0,0.267,2016-17
278,Coppin St. (MEAC),https://stats.ncaa.org/team/165.0/12560,11,31,0,0.262,2016-17
279,FDU (NEC),https://stats.ncaa.org/team/222.0/12560,12,34,0,0.261,2016-17
280,Santa Clara (WCC),https://stats.ncaa.org/team/631.0/12560,13,40,0,0.245,2016-17
281,Savannah St. (MEAC),https://stats.ncaa.org/team/632.0/12560,12,39,0,0.235,2016-17
282,Omaha (Summit League),https://stats.ncaa.org/team/464.0/12560,12,40,0,0.231,2016-17
282,UMES (MEAC),https://stats.ncaa.org/team/393.0/12560,12,40,0,0.231,2016-17
284,ULM (Sun Belt),https://stats.ncaa.org/team/498.0/12560,12,43,0,0.218,2016-17
285,Chicago St. (WAC),https://stats.ncaa.org/team/136.0/12560,11,41,0,0.212,2016-17
286,Alabama A&M (SWAC),https://stats.ncaa.org/team/6.0/12560,12,45,0,0.211,2016-17
287,Portland (WCC),https://stats.ncaa.org/team/551.0/12560,10,41,1,0.202,2016-17
288,La Salle (Atlantic 10),https://stats.ncaa.org/team/340.0/12560,10,41,0,0.196,2016-17
289,NJIT (ASUN),https://stats.ncaa.org/team/471.0/12560,9,40,0,0.184,2016-17
290,Purdue Fort Wayne (Summit League),https://stats.ncaa.org/team/308.0/12560,9,43,0,0.173,2016-17
291,Mississippi Val. (SWAC),https://stats.ncaa.org/team/432.0/12560,7,34,0,0.171,2016-17
292,Mount St. Mary's (NEC),https://stats.ncaa.org/team/450.0/12560,8,39,0,0.170,2016-17
293,Lafayette (Patriot),https://stats.ncaa.org/team/342.0/12560,8,44,0,0.154,2016-17
294,New York Tech (Independent),https://stats.ncaa.org/team/477.0/12560,5,36,1,0.131,2016-17
295,Saint Peter's (MAAC),https://stats.ncaa.org/team/617.0/12560,0,38,0,0.000,2016-17
1,Oregon St. (Pac-12),https://stats.ncaa.org/team/528.0/12973,55,12,1,0.816,2017-18
2,Tennessee Tech (OVC),https://stats.ncaa.org/team/692.0/12973,53,12,0,0.815,2017-18
3,Stanford (Pac-12),https://stats.ncaa.org/team/674.0/12973,46,12,0,0.793,2017-18
4,Stetson (ASUN),https://stats.ncaa.org/team/678.0/12973,48,13,0,0.787,2017-18
5,Clemson (ACC),https://stats.ncaa.org/team/147.0/12973,47,16,0,0.746,2017-18
6,Minnesota (Big Ten),https://stats.ncaa.org/team/428.0/12973,44,15,0,0.746,2017-18
7,Ole Miss (SEC),https://stats.ncaa.org/team/433.0/12973,48,17,0,0.738,2017-18
8,UNC Greensboro (SoCon),https://stats.ncaa.org/team/459.0/12973,39,15,0,0.722,2017-18
9,Duke (ACC),https://stats.ncaa.org/team/193.0/12973,45,18,0,0.714,2017-18
10,East Carolina (AAC),https://stats.ncaa.org/team/196.0/12973,44,18,0,0.710,2017-18
10,Southern Miss. (CUSA),https://stats.ncaa.org/team/664.0/12973,44,18,0,0.710,2017-18
12,Navy (Patriot),https://stats.ncaa.org/team/726.0/12973,38,16,0,0.704,2017-18
13,Louisville (ACC),https://stats.ncaa.org/team/367.0/12973,45,19,0,0.703,2017-18
14,Missouri St. (MVC),https://stats.ncaa.org/team/669.0/12973,40,17,0,0.702,2017-18
14,St. John's (NY) (Big East),https://stats.ncaa.org/team/603.0/12973,40,17,0,0.702,2017-18
16,Florida (SEC),https://stats.ncaa.org/team/235.0/12973,49,21,0,0.700,2017-18
16,NC State (ACC),https://stats.ncaa.org/team/490.0/12973,42,18,0,0.700,2017-18
18,Wright St. (Horizon),https://stats.ncaa.org/team/810.0/12973,39,17,0,0.696,2017-18
19,Arkansas (SEC),https://stats.ncaa.org/team/31.0/12973,48,21,0,0.696,2017-18
20,Coastal Carolina (Sun Belt),https://stats.ncaa.org/team/149.0/12973,43,19,0,0.694,2017-18
20,Florida St. (ACC),https://stats.ncaa.org/team/234.0/12973,43,19,0,0.694,2017-18
22,Texas Tech (Big 12),https://stats.ncaa.org/team/700.0/12973,45,20,0,0.692,2017-18
23,Fla. Atlantic (CUSA),https://stats.ncaa.org/team/229.0/12973,43,19,1,0.690,2017-18
24,Kent St. (MAC),https://stats.ncaa.org/team/331.0/12973,40,18,0,0.690,2017-18
25,North Carolina (ACC),https://stats.ncaa.org/team/457.0/12973,44,20,0,0.688,2017-18
26,Creighton (Big East),https://stats.ncaa.org/team/169.0/12973,34,16,0,0.680,2017-18
27,Wagner (NEC),https://stats.ncaa.org/team/748.0/12973,38,18,0,0.679,2017-18
28,Indiana (Big Ten),https://stats.ncaa.org/team/306.0/12973,40,19,0,0.678,2017-18
29,DBU (MVC),https://stats.ncaa.org/team/1045.0/12973,42,21,0,0.667,2017-18
29,Troy (Sun Belt),https://stats.ncaa.org/team/716.0/12973,42,21,0,0.667,2017-18
31,Louisiana Tech (CUSA),https://stats.ncaa.org/team/366.0/12973,39,20,0,0.661,2017-18
31,Sam Houston (Southland),https://stats.ncaa.org/team/624.0/12973,39,20,0,0.661,2017-18
33,Jacksonville (ASUN),https://stats.ncaa.org/team/316.0/12973,40,21,0,0.656,2017-18
34,Oral Roberts (Summit League),https://stats.ncaa.org/team/527.0/12973,38,20,0,0.655,2017-18
34,Saint Louis (Atlantic 10),https://stats.ncaa.org/team/609.0/12973,38,20,0,0.655,2017-18
36,Col. of Charleston (CAA),https://stats.ncaa.org/team/1014.0/12973,36,19,0,0.655,2017-18
37,Jackson St. (SWAC),https://stats.ncaa.org/team/314.0/12973,34,18,0,0.654,2017-18
38,Auburn (SEC),https://stats.ncaa.org/team/37.0/12973,43,23,0,0.652,2017-18
39,Georgia (SEC),https://stats.ncaa.org/team/257.0/12973,39,21,0,0.650,2017-18
39,San Diego St. (Mountain West),https://stats.ncaa.org/team/626.0/12973,39,21,0,0.650,2017-18
41,Texas (Big 12),https://stats.ncaa.org/team/703.0/12973,42,23,0,0.646,2017-18
42,Fordham (Atlantic 10),https://stats.ncaa.org/team/236.0/12973,35,19,1,0.645,2017-18
43,New Mexico St. (WAC),https://stats.ncaa.org/team/472.0/12973,40,22,0,0.645,2017-18
43,Texas A&M (SEC),https://stats.ncaa.org/team/697.0/12973,40,22,0,0.645,2017-18
45,Purdue (Big Ten),https://stats.ncaa.org/team/559.0/12973,38,21,0,0.644,2017-18
45,UCLA (Pac-12),https://stats.ncaa.org/team/110.0/12973,38,21,0,0.644,2017-18
47,Baylor (Big 12),https://stats.ncaa.org/team/51.0/12973,37,21,0,0.638,2017-18
48,Miami (OH) (MAC),https://stats.ncaa.org/team/414.0/12973,35,20,0,0.636,2017-18
49,Mercer (SoCon),https://stats.ncaa.org/team/406.0/12973,38,22,0,0.633,2017-18
50,Northeastern (CAA),https://stats.ncaa.org/team/500.0/12973,36,21,0,0.632,2017-18
51,Butler (Big East),https://stats.ncaa.org/team/87.0/12973,34,20,0,0.630,2017-18
52,UNCW (CAA),https://stats.ncaa.org/team/460.0/12973,39,23,0,0.629,2017-18
53,Bradley (MVC),https://stats.ncaa.org/team/72.0/12973,32,19,0,0.627,2017-18
54,Southeastern La. (Southland),https://stats.ncaa.org/team/655.0/12973,37,22,0,0.627,2017-18
55,UCF (AAC),https://stats.ncaa.org/team/128.0/12973,35,21,0,0.625,2017-18
55,UConn (AAC),https://stats.ncaa.org/team/164.0/12973,37,22,1,0.625,2017-18
55,UIC (Horizon),https://stats.ncaa.org/team/302.0/12973,30,18,0,0.625,2017-18
58,Wichita St. (AAC),https://stats.ncaa.org/team/782.0/12973,35,21,1,0.623,2017-18
59,Illinois (Big Ten),https://stats.ncaa.org/team/301.0/12973,33,20,0,0.623,2017-18
59,Iowa (Big Ten),https://stats.ncaa.org/team/312.0/12973,33,20,0,0.623,2017-18
61,South Fla. (AAC),https://stats.ncaa.org/team/651.0/12973,36,22,1,0.619,2017-18
62,Canisius (MAAC),https://stats.ncaa.org/team/116.0/12973,35,22,0,0.614,2017-18
63,Northwestern St. (Southland),https://stats.ncaa.org/team/508.0/12973,38,24,0,0.613,2017-18
64,Davidson (Atlantic 10),https://stats.ncaa.org/team/173.0/12973,33,21,0,0.611,2017-18
64,Michigan (Big Ten),https://stats.ncaa.org/team/418.0/12973,33,21,0,0.611,2017-18
66,Elon (CAA),https://stats.ncaa.org/team/1068.0/12973,36,23,0,0.610,2017-18
66,Wofford (SoCon),https://stats.ncaa.org/team/2915.0/12973,36,23,0,0.610,2017-18
68,Arizona (Pac-12),https://stats.ncaa.org/team/29.0/12973,34,22,0,0.607,2017-18
68,High Point (Big South),https://stats.ncaa.org/team/19651.0/12973,34,22,0,0.607,2017-18
68,Kentucky (SEC),https://stats.ncaa.org/team/334.0/12973,34,22,0,0.607,2017-18
68,Missouri (SEC),https://stats.ncaa.org/team/434.0/12973,34,22,0,0.607,2017-18
72,Army West Point (Patriot),https://stats.ncaa.org/team/725.0/12973,37,24,0,0.607,2017-18
73,FGCU (ASUN),https://stats.ncaa.org/team/28755.0/12973,32,21,0,0.604,2017-18
74,Houston (AAC),https://stats.ncaa.org/team/288.0/12973,38,25,0,0.603,2017-18
74,Oklahoma (Big 12),https://stats.ncaa.org/team/522.0/12973,38,25,0,0.603,2017-18
76,Ohio St. (Big Ten),https://stats.ncaa.org/team/518.0/12973,36,24,0,0.600,2017-18
77,Seton Hall (Big East),https://stats.ncaa.org/team/635.0/12973,30,20,1,0.598,2017-18
78,Seattle U (WAC),https://stats.ncaa.org/team/1356.0/12973,34,23,0,0.596,2017-18
78,VCU (Atlantic 10),https://stats.ncaa.org/team/740.0/12973,34,23,0,0.596,2017-18
80,UNLV (Mountain West),https://stats.ncaa.org/team/465.0/12973,35,24,0,0.593,2017-18
81,California (Pac-12),https://stats.ncaa.org/team/107.0/12973,32,22,0,0.593,2017-18
82,LSU (SEC),https://stats.ncaa.org/team/365.0/12973,39,27,0,0.591,2017-18
83,Cal St. Fullerton (Big West),https://stats.ncaa.org/team/97.0/12973,36,25,0,0.590,2017-18
84,TCU (Big 12),https://stats.ncaa.org/team/698.0/12973,33,23,0,0.589,2017-18
85,Morehead St. (OVC),https://stats.ncaa.org/team/444.0/12973,37,26,0,0.587,2017-18
85,Samford (SoCon),https://stats.ncaa.org/team/625.0/12973,37,26,0,0.587,2017-18
85,South Carolina (SEC),https://stats.ncaa.org/team/648.0/12973,37,26,0,0.587,2017-18
88,Charlotte (CUSA),https://stats.ncaa.org/team/458.0/12973,34,24,0,0.586,2017-18
89,Sacramento St. (WAC),https://stats.ncaa.org/team/102.0/12973,35,25,0,0.583,2017-18
90,Bryant (NEC),https://stats.ncaa.org/team/81.0/12973,32,23,1,0.580,2017-18
91,Gonzaga (WCC),https://stats.ncaa.org/team/260.0/12973,33,24,0,0.579,2017-18
91,Grand Canyon (WAC),https://stats.ncaa.org/team/1104.0/12973,33,24,0,0.579,2017-18
93,Alabama St. (SWAC),https://stats.ncaa.org/team/7.0/12973,30,22,0,0.577,2017-18
94,Louisiana (Sun Belt),https://stats.ncaa.org/team/671.0/12973,34,25,0,0.576,2017-18
95,Saint Mary's (CA) (WCC),https://stats.ncaa.org/team/610.0/12973,31,23,0,0.574,2017-18
96,Campbell (Big South),https://stats.ncaa.org/team/115.0/12973,35,26,0,0.574,2017-18
96,Washington (Pac-12),https://stats.ncaa.org/team/756.0/12973,35,26,0,0.574,2017-18
98,Mississippi St. (SEC),https://stats.ncaa.org/team/430.0/12973,39,29,0,0.574,2017-18
99,Richmond (Atlantic 10),https://stats.ncaa.org/team/575.0/12973,32,24,0,0.571,2017-18
99,UC Irvine (Big West),https://stats.ncaa.org/team/109.0/12973,32,24,0,0.571,2017-18
99,UTSA (CUSA),https://stats.ncaa.org/team/706.0/12973,32,24,0,0.571,2017-18
102,Vanderbilt (SEC),https://stats.ncaa.org/team/736.0/12973,35,27,0,0.565,2017-18
103,Indiana St. (MVC),https://stats.ncaa.org/team/305.0/12973,31,24,0,0.564,2017-18
104,Central Ark. (Southland),https://stats.ncaa.org/team/1004.0/12973,32,25,0,0.561,2017-18
104,Jacksonville St. (OVC),https://stats.ncaa.org/team/315.0/12973,32,25,0,0.561,2017-18
104,N.C. A&T (MEAC),https://stats.ncaa.org/team/488.0/12973,32,25,0,0.561,2017-18
104,South Alabama (Sun Belt),https://stats.ncaa.org/team/646.0/12973,32,25,0,0.561,2017-18
104,Stony Brook (America East),https://stats.ncaa.org/team/683.0/12973,32,25,0,0.561,2017-18
109,Fresno St. (Mountain West),https://stats.ncaa.org/team/96.0/12973,30,24,0,0.556,2017-18
110,Pepperdine (WCC),https://stats.ncaa.org/team/541.0/12973,30,24,1,0.555,2017-18
111,Ball St. (MAC),https://stats.ncaa.org/team/47.0/12973,32,26,0,0.552,2017-18
111,George Washington (Atlantic 10),https://stats.ncaa.org/team/249.0/12973,32,26,0,0.552,2017-18
111,Liberty (Big South),https://stats.ncaa.org/team/355.0/12973,32,26,0,0.552,2017-18
114,Nevada (Mountain West),https://stats.ncaa.org/team/466.0/12973,29,24,0,0.547,2017-18
114,Northern Colo. (WAC),https://stats.ncaa.org/team/502.0/12973,29,24,0,0.547,2017-18
116,Monmouth (MAAC),https://stats.ncaa.org/team/439.0/12973,30,25,0,0.545,2017-18
117,LIU (NEC),https://stats.ncaa.org/team/361.0/12973,31,26,0,0.544,2017-18
118,Oklahoma St. (Big 12),https://stats.ncaa.org/team/521.0/12973,31,26,1,0.543,2017-18
119,Marist (MAAC),https://stats.ncaa.org/team/386.0/12973,27,23,0,0.540,2017-18
120,N.C. Central (MEAC),https://stats.ncaa.org/team/489.0/12973,28,24,0,0.538,2017-18
121,Virginia (ACC),https://stats.ncaa.org/team/746.0/12973,29,25,0,0.537,2017-18
122,A&M-Corpus Christi (Southland),https://stats.ncaa.org/team/26172.0/12973,30,26,0,0.536,2017-18
122,Ga. Southern (Sun Belt),https://stats.ncaa.org/team/253.0/12973,30,26,0,0.536,2017-18
124,Delaware (CAA),https://stats.ncaa.org/team/180.0/12973,31,27,0,0.534,2017-18
124,Gardner-Webb (Big South),https://stats.ncaa.org/team/1092.0/12973,31,27,0,0.534,2017-18
124,Georgia Tech (ACC),https://stats.ncaa.org/team/255.0/12973,31,27,0,0.534,2017-18
127,Hawaii (Big West),https://stats.ncaa.org/team/277.0/12973,27,24,0,0.529,2017-18
128,ETSU (SoCon),https://stats.ncaa.org/team/198.0/12973,28,25,0,0.528,2017-18
129,Pittsburgh (ACC),https://stats.ncaa.org/team/545.0/12973,29,26,0,0.527,2017-18
129,UIW (Southland),https://stats.ncaa.org/team/2743.0/12973,29,26,0,0.527,2017-18
131,Austin Peay (OVC),https://stats.ncaa.org/team/43.0/12973,30,27,0,0.526,2017-18
131,Cal Poly (Big West),https://stats.ncaa.org/team/90.0/12973,30,27,0,0.526,2017-18
133,Harvard (Ivy League),https://stats.ncaa.org/team/275.0/12973,22,20,0,0.524,2017-18
134,North Dakota St. (Summit League),https://stats.ncaa.org/team/493.0/12973,26,24,0,0.520,2017-18
135,Miami (FL) (ACC),https://stats.ncaa.org/team/415.0/12973,28,26,0,0.519,2017-18
136,George Mason (Atlantic 10),https://stats.ncaa.org/team/248.0/12973,29,27,0,0.518,2017-18
136,Tennessee (SEC),https://stats.ncaa.org/team/694.0/12973,29,27,0,0.518,2017-18
136,West Virginia (Big 12),https://stats.ncaa.org/team/768.0/12973,29,27,0,0.518,2017-18
139,Texas St. (Sun Belt),https://stats.ncaa.org/team/670.0/12973,30,28,1,0.517,2017-18
140,Yale (Ivy League),https://stats.ncaa.org/team/813.0/12973,22,21,0,0.512,2017-18
141,Cincinnati (AAC),https://stats.ncaa.org/team/140.0/12973,28,28,0,0.500,2017-18
141,Grambling (SWAC),https://stats.ncaa.org/team/261.0/12973,26,26,0,0.500,2017-18
141,Hofstra (CAA),https://stats.ncaa.org/team/283.0/12973,23,23,0,0.500,2017-18
141,James Madison (CAA),https://stats.ncaa.org/team/317.0/12973,26,26,0,0.500,2017-18
141,Little Rock (Sun Belt),https://stats.ncaa.org/team/32.0/12973,28,28,0,0.500,2017-18
141,Middle Tenn. (CUSA),https://stats.ncaa.org/team/419.0/12973,27,27,1,0.500,2017-18
141,North Florida (ASUN),https://stats.ncaa.org/team/2711.0/12973,28,28,0,0.500,2017-18
141,Rutgers (Big Ten),https://stats.ncaa.org/team/587.0/12973,25,25,0,0.500,2017-18
141,Santa Clara (WCC),https://stats.ncaa.org/team/631.0/12973,26,26,0,0.500,2017-18
141,UC Santa Barbara (Big West),https://stats.ncaa.org/team/104.0/12973,27,27,2,0.500,2017-18
151,Eastern Ky. (OVC),https://stats.ncaa.org/team/202.0/12973,30,31,0,0.492,2017-18
152,Central Mich. (MAC),https://stats.ncaa.org/team/129.0/12973,29,30,1,0.492,2017-18
153,Houston Christian (Southland),https://stats.ncaa.org/team/287.0/12973,29,30,0,0.492,2017-18
154,Texas Southern (SWAC),https://stats.ncaa.org/team/699.0/12973,27,28,0,0.491,2017-18
155,VMI (SoCon),https://stats.ncaa.org/team/741.0/12973,26,27,0,0.491,2017-18
156,CSUN (Big West),https://stats.ncaa.org/team/101.0/12973,28,30,0,0.483,2017-18
156,San Francisco (WCC),https://stats.ncaa.org/team/629.0/12973,28,30,0,0.483,2017-18
156,Southern Ill. (MVC),https://stats.ncaa.org/team/659.0/12973,28,30,0,0.483,2017-18
159,Alabama (SEC),https://stats.ncaa.org/team/8.0/12973,27,29,0,0.482,2017-18
159,Murray St. (OVC),https://stats.ncaa.org/team/454.0/12973,27,29,0,0.482,2017-18
161,FIU (CUSA),https://stats.ncaa.org/team/231.0/12973,26,28,0,0.481,2017-18
161,Milwaukee (Horizon),https://stats.ncaa.org/team/797.0/12973,26,28,0,0.481,2017-18
161,Southern California (Pac-12),https://stats.ncaa.org/team/657.0/12973,26,28,0,0.481,2017-18
164,Western Mich. (MAC),https://stats.ncaa.org/team/774.0/12973,23,25,0,0.479,2017-18
165,New Orleans (Southland),https://stats.ncaa.org/team/474.0/12973,29,32,0,0.475,2017-18
166,Kansas (Big 12),https://stats.ncaa.org/team/328.0/12973,27,30,0,0.474,2017-18
166,Long Beach St. (Big West),https://stats.ncaa.org/team/99.0/12973,27,30,0,0.474,2017-18
166,San Jose St. (Mountain West),https://stats.ncaa.org/team/630.0/12973,27,30,0,0.474,2017-18
166,Southeast Mo. St. (OVC),https://stats.ncaa.org/team/654.0/12973,27,30,0,0.474,2017-18
170,Georgia St. (Sun Belt),https://stats.ncaa.org/team/254.0/12973,26,29,0,0.473,2017-18
170,Oregon (Pac-12),https://stats.ncaa.org/team/529.0/12973,26,29,0,0.473,2017-18
172,Manhattan (MAAC),https://stats.ncaa.org/team/381.0/12973,25,28,0,0.472,2017-18
173,Niagara (MAAC),https://stats.ncaa.org/team/482.0/12973,24,27,0,0.471,2017-18
173,Rhode Island (Atlantic 10),https://stats.ncaa.org/team/572.0/12973,24,27,0,0.471,2017-18
175,NJIT (ASUN),https://stats.ncaa.org/team/471.0/12973,22,25,0,0.468,2017-18
176,Coppin St. (MEAC),https://stats.ncaa.org/team/165.0/12973,21,24,0,0.467,2017-18
176,Nicholls (Southland),https://stats.ncaa.org/team/483.0/12973,28,32,0,0.467,2017-18
178,Quinnipiac (MAAC),https://stats.ncaa.org/team/562.0/12973,26,30,0,0.464,2017-18
179,UMass Lowell (America East),https://stats.ncaa.org/team/368.0/12973,25,29,0,0.463,2017-18
180,Furman (SoCon),https://stats.ncaa.org/team/244.0/12973,24,28,0,0.462,2017-18
180,Nebraska (Big Ten),https://stats.ncaa.org/team/463.0/12973,24,28,0,0.462,2017-18
182,Rice (CUSA),https://stats.ncaa.org/team/574.0/12973,26,31,2,0.458,2017-18
183,Hartford (America East),https://stats.ncaa.org/team/272.0/12973,26,31,0,0.456,2017-18
184,Florida A&M (MEAC),https://stats.ncaa.org/team/228.0/12973,25,30,0,0.455,2017-18
184,Georgetown (Big East),https://stats.ncaa.org/team/251.0/12973,25,30,0,0.455,2017-18
184,Kennesaw St. (ASUN),https://stats.ncaa.org/team/1157.0/12973,25,30,0,0.455,2017-18
184,LMU (CA) (WCC),https://stats.ncaa.org/team/370.0/12973,25,30,0,0.455,2017-18
188,USC Upstate (ASUN),https://stats.ncaa.org/team/10411.0/12973,23,28,1,0.452,2017-18
189,Lehigh (Patriot),https://stats.ncaa.org/team/352.0/12973,22,27,0,0.449,2017-18
190,Winthrop (Big South),https://stats.ncaa.org/team/792.0/12973,25,31,0,0.446,2017-18
191,Air Force (Mountain West),https://stats.ncaa.org/team/721.0/12973,24,30,0,0.444,2017-18
191,Ark.-Pine Bluff (SWAC),https://stats.ncaa.org/team/2678.0/12973,20,25,0,0.444,2017-18
191,Lipscomb (ASUN),https://stats.ncaa.org/team/28600.0/12973,24,30,0,0.444,2017-18
191,Maryland (Big Ten),https://stats.ncaa.org/team/392.0/12973,24,30,0,0.444,2017-18
191,Notre Dame (ACC),https://stats.ncaa.org/team/513.0/12973,24,30,0,0.444,2017-18
196,BYU (WCC),https://stats.ncaa.org/team/77.0/12973,22,28,0,0.440,2017-18
197,Radford (Big South),https://stats.ncaa.org/team/563.0/12973,25,32,0,0.439,2017-18
197,Wake Forest (ACC),https://stats.ncaa.org/team/749.0/12973,25,32,0,0.439,2017-18
199,Dartmouth (Ivy League),https://stats.ncaa.org/team/172.0/12973,17,22,1,0.438,2017-18
199,Saint Joseph's (Atlantic 10),https://stats.ncaa.org/team/606.0/12973,21,27,0,0.438,2017-18
201,Portland (WCC),https://stats.ncaa.org/team/551.0/12973,23,30,0,0.434,2017-18
202,Fairfield (MAAC),https://stats.ncaa.org/team/220.0/12973,22,29,0,0.431,2017-18
202,Pacific (WCC),https://stats.ncaa.org/team/534.0/12973,22,29,0,0.431,2017-18
202,UMBC (America East),https://stats.ncaa.org/team/391.0/12973,22,29,0,0.431,2017-18
205,McNeese (Southland),https://stats.ncaa.org/team/402.0/12973,25,33,0,0.431,2017-18
205,Tulane (AAC),https://stats.ncaa.org/team/718.0/12973,25,33,0,0.431,2017-18
207,Eastern Ill. (OVC),https://stats.ncaa.org/team/201.0/12973,23,31,0,0.426,2017-18
207,Kansas St. (Big 12),https://stats.ncaa.org/team/327.0/12973,23,31,0,0.426,2017-18
207,ULM (Sun Belt),https://stats.ncaa.org/team/498.0/12973,23,31,0,0.426,2017-18
207,UTRGV (WAC),https://stats.ncaa.org/team/536.0/12973,23,31,0,0.426,2017-18
211,Illinois St. (MVC),https://stats.ncaa.org/team/299.0/12973,22,30,0,0.423,2017-18
212,Arizona St. (Pac-12),https://stats.ncaa.org/team/28.0/12973,23,32,0,0.418,2017-18
212,San Diego (WCC),https://stats.ncaa.org/team/627.0/12973,23,32,0,0.418,2017-18
214,UAlbany (America East),https://stats.ncaa.org/team/14.0/12973,20,28,0,0.417,2017-18
215,Bethune-Cookman (MEAC),https://stats.ncaa.org/team/61.0/12973,24,34,0,0.414,2017-18
216,Dayton (Atlantic 10),https://stats.ncaa.org/team/175.0/12973,21,31,0,0.404,2017-18
216,Western Ky. (CUSA),https://stats.ncaa.org/team/772.0/12973,21,31,0,0.404,2017-18
218,Columbia (Ivy League),https://stats.ncaa.org/team/158.0/12973,20,30,0,0.400,2017-18
218,Holy Cross (Patriot),https://stats.ncaa.org/team/285.0/12973,18,27,0,0.400,2017-18
218,Toledo (MAC),https://stats.ncaa.org/team/709.0/12973,22,33,0,0.400,2017-18
221,Ohio (MAC),https://stats.ncaa.org/team/519.0/12973,21,32,0,0.396,2017-18
222,Eastern Mich. (MAC),https://stats.ncaa.org/team/204.0/12973,22,34,0,0.393,2017-18
222,Penn (Ivy League),https://stats.ncaa.org/team/540.0/12973,16,25,1,0.393,2017-18
224,Cornell (Ivy League),https://stats.ncaa.org/team/167.0/12973,14,22,1,0.392,2017-18
225,Central Conn. St. (NEC),https://stats.ncaa.org/team/127.0/12973,18,28,0,0.391,2017-18
226,Abilene Christian (Southland),https://stats.ncaa.org/team/2.0/12973,21,33,0,0.389,2017-18
226,Bucknell (Patriot),https://stats.ncaa.org/team/83.0/12973,17,27,1,0.389,2017-18
226,Mount St. Mary's (NEC),https://stats.ncaa.org/team/450.0/12973,21,33,0,0.389,2017-18
226,UAB (CUSA),https://stats.ncaa.org/team/9.0/12973,21,33,0,0.389,2017-18
226,Virginia Tech (ACC),https://stats.ncaa.org/team/742.0/12973,21,33,0,0.389,2017-18
231,Norfolk St. (MEAC),https://stats.ncaa.org/team/485.0/12973,19,30,0,0.388,2017-18
232,UT Arlington (Sun Belt),https://stats.ncaa.org/team/702.0/12973,22,35,0,0.386,2017-18
233,Arkansas St. (Sun Belt),https://stats.ncaa.org/team/30.0/12973,20,32,0,0.385,2017-18
233,Michigan St. (Big Ten),https://stats.ncaa.org/team/416.0/12973,20,32,0,0.385,2017-18
235,Marshall (CUSA),https://stats.ncaa.org/team/388.0/12973,19,31,0,0.380,2017-18
236,New Mexico (Mountain West),https://stats.ncaa.org/team/473.0/12973,20,33,1,0.380,2017-18
237,Binghamton (America East),https://stats.ncaa.org/team/62.0/12973,18,30,1,0.378,2017-18
238,Siena (MAAC),https://stats.ncaa.org/team/639.0/12973,21,35,0,0.375,2017-18
239,Maine (America East),https://stats.ncaa.org/team/380.0/12973,20,34,0,0.370,2017-18
240,CSU Bakersfield (WAC),https://stats.ncaa.org/team/94.0/12973,21,36,0,0.368,2017-18
241,UC Riverside (Big West),https://stats.ncaa.org/team/111.0/12973,19,33,0,0.365,2017-18
242,Xavier (Big East),https://stats.ncaa.org/team/812.0/12973,20,35,0,0.364,2017-18
243,South Dakota St. (Summit League),https://stats.ncaa.org/team/649.0/12973,18,32,0,0.360,2017-18
244,The Citadel (SoCon),https://stats.ncaa.org/team/141.0/12973,19,34,0,0.358,2017-18
244,Valparaiso (MVC),https://stats.ncaa.org/team/735.0/12973,19,34,0,0.358,2017-18
246,Memphis (AAC),https://stats.ncaa.org/team/404.0/12973,20,36,0,0.357,2017-18
246,NIU (MAC),https://stats.ncaa.org/team/503.0/12973,20,36,0,0.357,2017-18
248,Western Ill. (Summit League),https://stats.ncaa.org/team/771.0/12973,17,31,0,0.354,2017-18
249,Charleston So. (Big South),https://stats.ncaa.org/team/48.0/12973,19,35,0,0.352,2017-18
250,Boston College (ACC),https://stats.ncaa.org/team/67.0/12973,17,32,0,0.347,2017-18
250,Northwestern (Big Ten),https://stats.ncaa.org/team/509.0/12973,17,32,0,0.347,2017-18
252,Belmont (OVC),https://stats.ncaa.org/team/14927.0/12973,19,36,0,0.345,2017-18
252,Lamar University (Southland),https://stats.ncaa.org/team/346.0/12973,19,36,0,0.345,2017-18
254,Massachusetts (Atlantic 10),https://stats.ncaa.org/team/400.0/12973,15,29,0,0.341,2017-18
255,Iona (MAAC),https://stats.ncaa.org/team/310.0/12973,16,31,0,0.340,2017-18
256,UC Davis (Big West),https://stats.ncaa.org/team/108.0/12973,18,35,0,0.340,2017-18
257,App State (Sun Belt),https://stats.ncaa.org/team/27.0/12973,18,36,0,0.333,2017-18
258,Washington St. (Pac-12),https://stats.ncaa.org/team/754.0/12973,16,33,1,0.330,2017-18
259,Sacred Heart (NEC),https://stats.ncaa.org/team/590.0/12973,17,35,0,0.327,2017-18
